area,gender,age,State,Area (sq km),Eligible participants,Participation rate (%),Total participants,Total Paticipants
Fisher,Male,18-19 years,Qld,1 170,1187,74.3,882,882
Fisher,Male,20-24 years,Qld,1 170,3496,64.9,2270,2270
Fisher,Male,25-29 years,Qld,1 170,3220,64.9,2091,2091
Fisher,Male,30-34 years,Qld,1 170,3173,66.6,2113,2113
Fisher,Male,35-39 years,Qld,1 170,3555,69.2,2461,2461
Fisher,Male,40-44 years,Qld,1 170,3885,71.7,2785,2785
Fisher,Male,45-49 years,Qld,1 170,4297,75.8,3257,3257
Fisher,Male,50-54 years,Qld,1 170,3971,78.3,3111,3111
Fisher,Male,55-59 years,Qld,1 170,4194,82.3,3450,3450
Fisher,Male,60-64 years,Qld,1 170,3908,86.5,3379,3379
Fisher,Male,65-69 years,Qld,1 170,4134,90,3721,3721
Fisher,Male,70-74 years,Qld,1 170,3731,90.5,3378,3378
Fisher,Male,75-79 years,Qld,1 170,2583,91.5,2363,2363
Fisher,Male,80-84 years,Qld,1 170,1749,91.5,1600,1600
Fisher,Male,85 years and over,Qld,1 170,1391,86.6,1204,1204
Fisher,Male,Total for Gender,Qld,1 170,48474,78.5,38065,38065
Flinders,Female,18-19 years,Vic.,1 952,1347,84.5,1138,1138
Flinders,Female,20-24 years,Vic.,1 952,3757,78.8,2961,2961
Flinders,Female,25-29 years,Vic.,1 952,3888,78.4,3048,3048
Flinders,Female,30-34 years,Vic.,1 952,3991,78.3,3123,3123
Flinders,Female,35-39 years,Vic.,1 952,4004,80.2,3212,3212
Flinders,Female,40-44 years,Vic.,1 952,4464,80.8,3607,3607
Flinders,Female,45-49 years,Vic.,1 952,5249,82.9,4350,4350
Flinders,Female,50-54 years,Vic.,1 952,4961,84.7,4201,4201
Flinders,Female,55-59 years,Vic.,1 952,5466,87,4756,4756
Flinders,Female,60-64 years,Vic.,1 952,5555,88.3,4907,4907
Flinders,Female,65-69 years,Vic.,1 952,5597,89.7,5023,5023
Flinders,Female,70-74 years,Vic.,1 952,5018,89.9,4509,4509
Flinders,Female,75-79 years,Vic.,1 952,3382,89,3011,3011
Flinders,Female,80-84 years,Vic.,1 952,2201,86.4,1901,1901
Flinders,Female,85 years and over,Vic.,1 952,2481,77.3,1918,1918
Flinders,Female,Total for Gender,Vic.,1 952,61361,84.2,51665,51665
Flinders,Male,18-19 years,Vic.,1 952,1290,75.7,977,977
Flinders,Male,20-24 years,Vic.,1 952,3938,70.1,2761,2761
Flinders,Male,25-29 years,Vic.,1 952,3756,69.9,2627,2627
Flinders,Male,30-34 years,Vic.,1 952,3561,70.6,2513,2513
Flinders,Male,35-39 years,Vic.,1 952,3709,73.5,2726,2726
Flinders,Male,40-44 years,Vic.,1 952,4256,72.8,3097,3097
Flinders,Male,45-49 years,Vic.,1 952,4796,76.8,3685,3685
Flinders,Male,50-54 years,Vic.,1 952,4642,77.9,3615,3615
Flinders,Male,55-59 years,Vic.,1 952,5081,82.3,4180,4180
Flinders,Male,60-64 years,Vic.,1 952,5073,85.4,4333,4333
Flinders,Male,65-69 years,Vic.,1 952,5186,88.2,4574,4574
Flinders,Male,70-74 years,Vic.,1 952,4624,89.8,4153,4153
Flinders,Male,75-79 years,Vic.,1 952,3251,89.9,2922,2922
Flinders,Male,80-84 years,Vic.,1 952,2067,86.5,1788,1788
Flinders,Male,85 years and over,Vic.,1 952,1781,83.7,1491,1491
Flinders,Male,Total for Gender,Vic.,1 952,57011,79.7,45442,45442
Flynn,Female,18-19 years,Qld,133 063,1126,72.4,815,815
Flynn,Female,20-24 years,Qld,133 063,3804,63.6,2418,2418
Flynn,Female,25-29 years,Qld,133 063,4161,66.5,2765,2765
Flynn,Female,30-34 years,Qld,133 063,4540,70.2,3185,3185
Flynn,Female,35-39 years,Qld,133 063,4181,70.8,2959,2959
Flynn,Female,40-44 years,Qld,133 063,4403,74.4,3277,3277
Flynn,Female,45-49 years,Qld,133 063,4652,77.4,3602,3602
Flynn,Female,50-54 years,Qld,133 063,4627,81.7,3779,3779
Flynn,Female,55-59 years,Qld,133 063,4703,84.4,3968,3968
Flynn,Female,60-64 years,Qld,133 063,3811,87.4,3331,3331
Flynn,Female,65-69 years,Qld,133 063,3253,89,2894,2894
Flynn,Female,70-74 years,Qld,133 063,2460,90.9,2237,2237
Flynn,Female,75-79 years,Qld,133 063,1662,89.4,1485,1485
Flynn,Female,80-84 years,Qld,133 063,940,87,818,818
Flynn,Female,85 years and over,Qld,133 063,919,79.7,732,732
Flynn,Female,Total for Gender,Qld,133 063,49242,77.7,38265,38265
Flynn,Male,18-19 years,Qld,133 063,1070,66.1,707,707
Flynn,Male,20-24 years,Qld,133 063,3743,54.7,2049,2049
Flynn,Male,25-29 years,Qld,133 063,4040,59.6,2406,2406
Flynn,Male,30-34 years,Qld,133 063,4316,64.3,2775,2775
Flynn,Male,35-39 years,Qld,133 063,4312,64,2758,2758
Flynn,Male,40-44 years,Qld,133 063,4428,68.2,3022,3022
Flynn,Male,45-49 years,Qld,133 063,4775,72.4,3459,3459
Flynn,Male,50-54 years,Qld,133 063,4836,77.1,3728,3728
Flynn,Male,55-59 years,Qld,133 063,5088,81.7,4159,4159
Flynn,Male,60-64 years,Qld,133 063,4358,84.1,3666,3666
Flynn,Male,65-69 years,Qld,133 063,3694,87,3213,3213
Flynn,Male,70-74 years,Qld,133 063,2875,88.3,2539,2539
Flynn,Male,75-79 years,Qld,133 063,1839,90.3,1661,1661
Flynn,Male,80-84 years,Qld,133 063,1009,88.3,891,891
Flynn,Male,85 years and over,Qld,133 063,673,80.5,542,542
Flynn,Male,Total for Gender,Qld,133 063,51056,73.6,37575,37575
Forde,Female,18-19 years,Qld,419,1484,77.6,1152,1152
Forde,Female,20-24 years,Qld,419,4651,69.5,3234,3234
Forde,Female,25-29 years,Qld,419,4799,69.7,3344,3344
Forde,Female,30-34 years,Qld,419,4888,71.8,3508,3508
Forde,Female,35-39 years,Qld,419,4695,72.8,3416,3416
Forde,Female,40-44 years,Qld,419,4704,75,3527,3527
Forde,Female,45-49 years,Qld,419,4743,78.7,3733,3733
Forde,Female,50-54 years,Qld,419,4109,81.4,3345,3345
Forde,Female,55-59 years,Qld,419,4278,84.2,3600,3600
Forde,Female,60-64 years,Qld,419,3834,85.1,3262,3262
Forde,Female,65-69 years,Qld,419,3648,88.3,3221,3221
Forde,Female,70-74 years,Qld,419,2766,89.3,2471,2471
Forde,Female,75-79 years,Qld,419,1762,86.7,1527,1527
Forde,Female,80-84 years,Qld,419,1151,85.1,980,980
Forde,Female,85 years and over,Qld,419,1064,77.5,825,825
Forde,Female,Total for Gender,Qld,419,52576,78.3,41145,41145
Forde,Male,18-19 years,Qld,419,1296,70.1,909,909
Forde,Male,20-24 years,Qld,419,4597,63,2894,2894
Forde,Male,25-29 years,Qld,419,4522,62.3,2819,2819
Forde,Male,30-34 years,Qld,419,4575,64.3,2940,2940
Forde,Male,35-39 years,Qld,419,4437,66.1,2933,2933
Forde,Male,40-44 years,Qld,419,4534,70.1,3178,3178
Forde,Male,45-49 years,Qld,419,4381,73.5,3220,3220
Forde,Male,50-54 years,Qld,419,3962,76,3010,3010
Forde,Male,55-59 years,Qld,419,3882,81.3,3157,3157
Forde,Male,60-64 years,Qld,419,3495,84.1,2938,2938
Forde,Male,65-69 years,Qld,419,3285,87.1,2862,2862
Forde,Male,70-74 years,Qld,419,2639,88.9,2347,2347
Forde,Male,75-79 years,Qld,419,1605,89.2,1432,1432
Forde,Male,80-84 years,Qld,419,939,86.2,809,809
Forde,Male,85 years and over,Qld,419,642,81.8,525,525
Forde,Male,Total for Gender,Qld,419,48791,73.7,35973,35973
Forrest,Female,18-19 years,WA,11 072,1294,80.3,1039,1039
Forrest,Female,20-24 years,WA,11 072,3203,68.8,2204,2204
Forrest,Female,25-29 years,WA,11 072,3455,72.6,2507,2507
Forrest,Female,30-34 years,WA,11 072,3975,73.7,2931,2931
Forrest,Female,35-39 years,WA,11 072,4240,75.5,3201,3201
Forrest,Female,40-44 years,WA,11 072,4523,77.3,3495,3495
Forrest,Female,45-49 years,WA,11 072,4909,80.7,3960,3960
Forrest,Female,50-54 years,WA,11 072,4537,83.3,3780,3780
Forrest,Female,55-59 years,WA,11 072,4939,85,4199,4199
Forrest,Female,60-64 years,WA,11 072,4666,89.2,4164,4164
Forrest,Female,65-69 years,WA,11 072,4162,89.4,3722,3722
Forrest,Female,70-74 years,WA,11 072,3195,91,2909,2909
Forrest,Female,75-79 years,WA,11 072,2219,90,1998,1998
Forrest,Female,80-84 years,WA,11 072,1529,89,1361,1361
Forrest,Female,85 years and over,WA,11 072,1463,79.8,1168,1168
Forrest,Female,Total for Gender,WA,11 072,52309,81.5,42638,42638
Forrest,Male,18-19 years,WA,11 072,1225,71.4,875,875
Forrest,Male,20-24 years,WA,11 072,3371,61.6,2077,2077
Forrest,Male,25-29 years,WA,11 072,3426,61.3,2100,2100
Forrest,Male,30-34 years,WA,11 072,3728,64.5,2403,2403
Forrest,Male,35-39 years,WA,11 072,4123,68,2804,2804
Forrest,Male,40-44 years,WA,11 072,4366,69.6,3039,3039
Forrest,Male,45-49 years,WA,11 072,4651,73.1,3399,3399
Forrest,Male,50-54 years,WA,11 072,4468,76.9,3435,3435
Forrest,Male,55-59 years,WA,11 072,4422,81.6,3608,3608
Forrest,Male,60-64 years,WA,11 072,4444,85,3776,3776
Forrest,Male,65-69 years,WA,11 072,4156,88.3,3669,3669
Forrest,Male,70-74 years,WA,11 072,3240,90.3,2925,2925
Forrest,Male,75-79 years,WA,11 072,2060,91.4,1882,1882
Forrest,Male,80-84 years,WA,11 072,1250,91.2,1140,1140
Forrest,Male,85 years and over,WA,11 072,1001,84,841,841
Forrest,Male,Total for Gender,WA,11 072,49931,76.1,37973,37973
Fowler,Female,18-19 years,NSW,69,1492,75.4,1125,1125
Fowler,Female,20-24 years,NSW,69,4831,73.4,3547,3547
Fowler,Female,25-29 years,NSW,69,4461,69.4,3097,3097
Fowler,Female,30-34 years,NSW,69,4353,66.3,2888,2888
Fowler,Female,35-39 years,NSW,69,4263,66,2815,2815
Fowler,Female,40-44 years,NSW,69,4458,68.8,3065,3065
Fowler,Female,45-49 years,NSW,69,4840,72,3486,3486
Fowler,Female,50-54 years,NSW,69,4640,74.5,3459,3459
Fowler,Female,55-59 years,NSW,69,4897,76.8,3759,3759
Fowler,Female,60-64 years,NSW,69,4637,78.4,3634,3634
Fowler,Female,65-69 years,NSW,69,3732,80.7,3013,3013
Fowler,Female,70-74 years,NSW,69,2435,81.9,1994,1994
Fowler,Female,75-79 years,NSW,69,1940,79.5,1542,1542
Fowler,Female,80-84 years,NSW,69,1412,76.2,1076,1076
Fowler,Female,85 years and over,NSW,69,1445,71.6,1034,1034
Fowler,Female,Total for Gender,NSW,69,53836,73.4,39534,39534
Fowler,Male,18-19 years,NSW,69,1412,73,1031,1031
Fowler,Male,20-24 years,NSW,69,5120,67.6,3460,3460
Fowler,Male,25-29 years,NSW,69,4549,65.9,2998,2998
Fowler,Male,30-34 years,NSW,69,4190,64.3,2695,2695
Fowler,Male,35-39 years,NSW,69,4019,63.8,2564,2564
Fowler,Male,40-44 years,NSW,69,4096,65.8,2697,2697
Fowler,Male,45-49 years,NSW,69,4536,68.6,3112,3112
Fowler,Male,50-54 years,NSW,69,4769,70.8,3375,3375
Fowler,Male,55-59 years,NSW,69,5018,73.9,3708,3708
Fowler,Male,60-64 years,NSW,69,4271,78.3,3346,3346
Fowler,Male,65-69 years,NSW,69,3581,80.3,2876,2876
Fowler,Male,70-74 years,NSW,69,2547,84.9,2162,2162
Fowler,Male,75-79 years,NSW,69,1753,82,1437,1437
Fowler,Male,80-84 years,NSW,69,1123,80.1,899,899
Fowler,Male,85 years and over,NSW,69,1015,73.6,747,747
Fowler,Male,Total for Gender,NSW,69,51999,71.4,37107,37107
Franklin,Female,18-19 years,Tas.,10 009,1003,84.5,848,848
Franklin,Female,20-24 years,Tas.,10 009,2523,78.4,1977,1977
Franklin,Female,25-29 years,Tas.,10 009,2608,77,2009,2009
Franklin,Female,30-34 years,Tas.,10 009,3067,79.9,2452,2452
Franklin,Female,35-39 years,Tas.,10 009,3122,80.6,2516,2516
Franklin,Female,40-44 years,Tas.,10 009,3172,81.3,2580,2580
Franklin,Female,45-49 years,Tas.,10 009,3571,83,2963,2963
Franklin,Female,50-54 years,Tas.,10 009,3472,85,2952,2952
Franklin,Female,55-59 years,Tas.,10 009,3926,86.8,3406,3406
Franklin,Female,60-64 years,Tas.,10 009,3691,89,3284,3284
Franklin,Female,65-69 years,Tas.,10 009,3463,90.8,3143,3143
Franklin,Female,70-74 years,Tas.,10 009,2742,90.8,2490,2490
Franklin,Female,75-79 years,Tas.,10 009,1979,90.9,1799,1799
Franklin,Female,80-84 years,Tas.,10 009,1315,86.8,1141,1141
Franklin,Female,85 years and over,Tas.,10 009,1402,79.5,1115,1115
Franklin,Female,Total for Gender,Tas.,10 009,41056,84.5,34675,34675
Franklin,Male,18-19 years,Tas.,10 009,935,77,720,720
Franklin,Male,20-24 years,Tas.,10 009,2574,71.6,1842,1842
Franklin,Male,25-29 years,Tas.,10 009,2537,69.8,1771,1771
Franklin,Male,30-34 years,Tas.,10 009,2734,74.5,2037,2037
Franklin,Male,35-39 years,Tas.,10 009,2753,73.3,2019,2019
Franklin,Male,40-44 years,Tas.,10 009,2917,76.2,2224,2224
Franklin,Male,45-49 years,Tas.,10 009,3253,77.7,2527,2527
Franklin,Male,50-54 years,Tas.,10 009,3051,80.2,2446,2446
Franklin,Male,55-59 years,Tas.,10 009,3532,83.9,2964,2964
Franklin,Male,60-64 years,Tas.,10 009,3403,87.2,2969,2969
Franklin,Male,65-69 years,Tas.,10 009,3229,88.8,2867,2867
Franklin,Male,70-74 years,Tas.,10 009,2585,92.1,2380,2380
Franklin,Male,75-79 years,Tas.,10 009,1717,91.3,1567,1567
Franklin,Male,80-84 years,Tas.,10 009,1062,89.8,954,954
Franklin,Male,85 years and over,Tas.,10 009,879,85.3,750,750
Franklin,Male,Total for Gender,Tas.,10 009,37161,80.8,30037,30037
Fremantle,Female,18-19 years,WA,196,1406,84.1,1183,1183
Fremantle,Female,20-24 years,WA,196,4103,79.9,3277,3277
Fremantle,Female,25-29 years,WA,196,4412,79.3,3499,3499
Fremantle,Female,30-34 years,WA,196,4861,80.4,3910,3910
Fremantle,Female,35-39 years,WA,196,4636,79.8,3700,3700
Fremantle,Female,40-44 years,WA,196,4542,79.3,3603,3603
Fremantle,Female,45-49 years,WA,196,4868,83.7,4075,4075
Fremantle,Female,50-54 years,WA,196,4394,85.7,3764,3764
Fremantle,Female,55-59 years,WA,196,4325,86.2,3730,3730
Fremantle,Female,60-64 years,WA,196,3840,86.9,3338,3338
Fremantle,Female,65-69 years,WA,196,3377,88.2,2979,2979
Fremantle,Female,70-74 years,WA,196,2433,88.9,2163,2163
Fremantle,Female,75-79 years,WA,196,1871,86.7,1623,1623
Fremantle,Female,80-84 years,WA,196,1314,84.4,1109,1109
Fremantle,Female,85 years and over,WA,196,1359,78.1,1062,1062
Fremantle,Female,Total for Gender,WA,196,51741,83.1,43015,43015
Fremantle,Male,18-19 years,WA,196,1264,79.1,1e3,1000
Fremantle,Male,20-24 years,WA,196,3830,71.1,2723,2723
Fremantle,Male,25-29 years,WA,196,4308,70.1,3022,3022
Fremantle,Male,30-34 years,WA,196,4866,72.5,3528,3528
Fremantle,Male,35-39 years,WA,196,4790,73.3,3511,3511
Fremantle,Male,40-44 years,WA,196,4625,73.6,3406,3406
Fremantle,Male,45-49 years,WA,196,4711,75.9,3576,3576
Fremantle,Male,50-54 years,WA,196,4245,80.1,3401,3401
Fremantle,Male,55-59 years,WA,196,4111,81.7,3357,3357
Fremantle,Male,60-64 years,WA,196,3568,83.9,2993,2993
Fremantle,Male,65-69 years,WA,196,3093,86.3,2669,2669
Fremantle,Male,70-74 years,WA,196,2300,88.1,2027,2027
Fremantle,Male,75-79 years,WA,196,1649,88.8,1464,1464
Fremantle,Male,80-84 years,WA,196,1112,85.5,951,951
Fremantle,Male,85 years and over,WA,196,794,83.2,661,661
Fremantle,Male,Total for Gender,WA,196,49266,77.7,38289,38289
Gellibrand,Female,18-19 years,Vic.,102,1130,88.1,995,995
Gellibrand,Female,20-24 years,Vic.,102,3940,82.4,3246,3246
Gellibrand,Female,25-29 years,Vic.,102,4911,82.7,4061,4061
Gellibrand,Female,30-34 years,Vic.,102,5548,83.2,4615,4615
Gellibrand,Female,35-39 years,Vic.,102,5633,84.5,4760,4760
Gellibrand,Female,40-44 years,Vic.,102,5423,83.6,4534,4534
Gellibrand,Female,45-49 years,Vic.,102,5289,84.4,4462,4462
Gellibrand,Female,50-54 years,Vic.,102,4667,84.8,3958,3958
Gellibrand,Female,55-59 years,Vic.,102,4358,86.3,3759,3759
Gellibrand,Female,60-64 years,Vic.,102,3678,86.6,3186,3186
Gellibrand,Female,65-69 years,Vic.,102,3159,86.7,2740,2740
Gellibrand,Female,70-74 years,Vic.,102,2592,88.2,2285,2285
Gellibrand,Female,75-79 years,Vic.,102,2153,85,1831,1831
Gellibrand,Female,80-84 years,Vic.,102,1716,80.8,1386,1386
Gellibrand,Female,85 years and over,Vic.,102,1974,74.8,1476,1476
Gellibrand,Female,Total for Gender,Vic.,102,56171,84.2,47294,47294
Gellibrand,Male,18-19 years,Vic.,102,1091,81.3,887,887
Gellibrand,Male,20-24 years,Vic.,102,3988,76.6,3054,3054
Gellibrand,Male,25-29 years,Vic.,102,4772,75.4,3599,3599
Gellibrand,Male,30-34 years,Vic.,102,5715,76.7,4385,4385
Gellibrand,Male,35-39 years,Vic.,102,5802,77.6,4501,4501
Gellibrand,Male,40-44 years,Vic.,102,5419,79.8,4324,4324
Gellibrand,Male,45-49 years,Vic.,102,5155,79.7,4106,4106
Gellibrand,Male,50-54 years,Vic.,102,4518,80,3615,3615
Gellibrand,Male,55-59 years,Vic.,102,4454,82.8,3690,3690
Gellibrand,Male,60-64 years,Vic.,102,3581,83.3,2983,2983
Gellibrand,Male,65-69 years,Vic.,102,2943,86.2,2538,2538
Gellibrand,Male,70-74 years,Vic.,102,2333,87,2029,2029
Gellibrand,Male,75-79 years,Vic.,102,1719,86.6,1489,1489
Gellibrand,Male,80-84 years,Vic.,102,1320,83.9,1108,1108
Gellibrand,Male,85 years and over,Vic.,102,1235,79.1,977,977
Gellibrand,Male,Total for Gender,Vic.,102,54046,80.1,43286,43286
Gilmore,Female,18-19 years,NSW,6 342,1360,78.1,1062,1062
Gilmore,Female,20-24 years,NSW,6 342,3435,71.1,2441,2441
Gilmore,Female,25-29 years,NSW,6 342,3383,70.9,2398,2398
Gilmore,Female,30-34 years,NSW,6 342,3345,72,2409,2409
Gilmore,Female,35-39 years,NSW,6 342,3402,73.1,2487,2487
Gilmore,Female,40-44 years,NSW,6 342,3839,75.5,2900,2900
Gilmore,Female,45-49 years,NSW,6 342,4381,79,3459,3459
Gilmore,Female,50-54 years,NSW,6 342,4730,82.8,3917,3917
Gilmore,Female,55-59 years,NSW,6 342,5905,86.4,5099,5099
Gilmore,Female,60-64 years,NSW,6 342,6138,89.3,5482,5482
Gilmore,Female,65-69 years,NSW,6 342,6273,90.7,5690,5690
Gilmore,Female,70-74 years,NSW,6 342,5307,91.3,4844,4844
Gilmore,Female,75-79 years,NSW,6 342,3706,90.8,3365,3365
Gilmore,Female,80-84 years,NSW,6 342,2565,88.3,2266,2266
Gilmore,Female,85 years and over,NSW,6 342,2732,79.4,2170,2170
Gilmore,Female,Total for Gender,NSW,6 342,60501,82.6,49989,49989
Gilmore,Male,18-19 years,NSW,6 342,1284,71,912,912
Gilmore,Male,20-24 years,NSW,6 342,3719,64.8,2411,2411
Gilmore,Male,25-29 years,NSW,6 342,3442,63.9,2201,2201
Gilmore,Male,30-34 years,NSW,6 342,3417,65.6,2243,2243
Gilmore,Male,35-39 years,NSW,6 342,3364,67.5,2271,2271
Gilmore,Male,40-44 years,NSW,6 342,3720,68.1,2533,2533
Gilmore,Male,45-49 years,NSW,6 342,4234,71.4,3024,3024
Gilmore,Male,50-54 years,NSW,6 342,4382,77.1,3378,3378
Gilmore,Male,55-59 years,NSW,6 342,5473,81.5,4459,4459
Gilmore,Male,60-64 years,NSW,6 342,5809,85.5,4967,4967
Gilmore,Male,65-69 years,NSW,6 342,6031,89.5,5395,5395
Gilmore,Male,70-74 years,NSW,6 342,5297,90.4,4789,4789
Gilmore,Male,75-79 years,NSW,6 342,3612,90.4,3264,3264
Gilmore,Male,80-84 years,NSW,6 342,2293,89.9,2061,2061
Gilmore,Male,85 years and over,NSW,6 342,1866,83.1,1550,1550
Gilmore,Male,Total for Gender,NSW,6 342,57943,78.5,45458,45458
Gippsland,Female,18-19 years,Vic.,33 054,1180,77.9,919,919
Gippsland,Female,20-24 years,Vic.,33 054,3610,71.6,2585,2585
Gippsland,Female,25-29 years,Vic.,33 054,3734,72.2,2697,2697
Gippsland,Female,30-34 years,Vic.,33 054,3724,75.5,2811,2811
Gippsland,Female,35-39 years,Vic.,33 054,3507,75.6,2651,2651
Gippsland,Female,40-44 years,Vic.,33 054,3652,79.5,2903,2903
Gippsland,Female,45-49 years,Vic.,33 054,4210,80.2,3377,3377
Gippsland,Female,50-54 years,Vic.,33 054,4486,83.7,3757,3757
Gippsland,Female,55-59 years,Vic.,33 054,5175,86.6,4481,4481
Gippsland,Female,60-64 years,Vic.,33 054,5230,88.9,4651,4651
Gippsland,Female,65-69 years,Vic.,33 054,4828,91.5,4418,4418
Gippsland,Female,70-74 years,Vic.,33 054,3983,91,3623,3623
Gippsland,Female,75-79 years,Vic.,33 054,2783,90,2504,2504
Gippsland,Female,80-84 years,Vic.,33 054,1850,86.5,1600,1600
Gippsland,Female,85 years and over,Vic.,33 054,1936,79.9,1547,1547
Gippsland,Female,Total for Gender,Vic.,33 054,53888,82.6,44524,44524
Gippsland,Male,18-19 years,Vic.,33 054,1130,74.7,844,844
Gippsland,Male,20-24 years,Vic.,33 054,3791,63.3,2399,2399
